,Age,Attrition,BusinessTravel,DailtWage,Department,DistanceHome,Education,HourlyWage,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
644,31,0,Travel Rarely,1222,Research & Development,11,4,48,Research Scientist,6,4,0,2
645,29,1,Travel Rarely,341,Sales,1,3,48,Sales Representative,3,2,0,2
646,53,0,Travel Rarely,868,Sales,8,3,73,Sales Executive,2,0,2,2
647,35,0,Travel Rarely,672,Research & Development,25,3,78,Manufacturing Director,13,10,4,8
648,37,0,Travel Frequently,1231,Sales,21,2,54,Sales Representative,5,4,0,0
649,53,0,Travel Rarely,102,Research & Development,23,4,72,Research Director,12,9,3,8
650,43,0,Travel Frequently,422,Research & Development,1,3,33,Healthcare Representative,5,2,2,2
651,47,0,Travel Rarely,249,Sales,2,2,35,Sales Executive,7,6,7,7
652,37,0,Non-Travel,1252,Sales,19,2,32,Sales Executive,10,0,0,9
653,50,0,Non-Travel,881,Research & Development,2,4,98,Manager,31,6,14,7
654,39,0,Travel Rarely,1383,Human Resources,2,3,42,Human Resources,5,4,0,4
655,33,0,Travel Rarely,1075,Human Resources,3,2,57,Human Resources,4,3,0,3
656,32,1,Travel Rarely,374,Research & Development,25,4,87,Laboratory Technician,1,0,0,1
657,29,0,Travel Rarely,1086,Research & Development,7,1,62,Laboratory Technician,4,3,0,3
658,44,0,Travel Rarely,661,Research & Development,9,2,61,Research Scientist,8,7,7,1
659,28,0,Travel Rarely,821,Sales,5,4,98,Sales Executive,4,2,0,2
660,58,1,Travel Frequently,781,Research & Development,2,1,57,Laboratory Technician,1,0,0,0
661,43,0,Travel Rarely,177,Research & Development,8,3,55,Manufacturing Director,1,0,0,0
662,20,1,Travel Rarely,500,Sales,2,3,49,Sales Representative,2,2,0,2
663,21,1,Travel Rarely,1427,Research & Development,18,1,65,Research Scientist,1,0,0,0
664,36,0,Travel Rarely,1425,Research & Development,14,1,68,Healthcare Representative,16,8,4,11
665,47,0,Travel Rarely,1454,Sales,2,4,65,Sales Representative,3,2,1,2
666,22,1,Travel Rarely,617,Research & Development,3,1,34,Manufacturing Director,3,2,0,2
667,41,1,Travel Rarely,1085,Research & Development,2,4,57,Laboratory Technician,7,7,1,0
668,28,0,Travel Rarely,995,Research & Development,9,3,77,Research Scientist,2,2,2,2
669,39,1,Travel Rarely,1122,Research & Development,6,3,70,Laboratory Technician,2,2,2,2
670,27,0,Travel Rarely,618,Research & Development,4,3,76,Research Scientist,1,1,0,0
671,34,0,Travel Rarely,546,Research & Development,10,3,83,Laboratory Technician,1,0,1,0
672,42,0,Travel Rarely,462,Sales,14,2,68,Sales Executive,5,4,0,3
673,33,0,Travel Rarely,1198,Research & Development,1,4,100,Research Scientist,3,2,0,2
674,58,0,Travel Rarely,1272,Research & Development,5,3,37,Healthcare Representative,6,0,0,4
675,31,0,Travel Rarely,154,Sales,7,4,41,Sales Representative,7,7,5,2
676,35,0,Travel Rarely,1137,Research & Development,21,1,51,Healthcare Representative,10,6,0,7
677,49,0,Travel Rarely,527,Research & Development,8,2,51,Laboratory Technician,26,9,1,7
678,48,0,Travel Rarely,1469,Research & Development,20,4,51,Research Scientist,0,0,0,0
679,31,0,Non-Travel,1188,Sales,20,2,45,Sales Executive,9,8,0,0
680,36,0,Travel Rarely,188,Research & Development,7,4,65,Research Scientist,6,2,0,1
681,38,0,Travel Rarely,1333,Research & Development,1,3,80,Research Director,15,12,5,11
682,32,0,Non-Travel,1184,Research & Development,1,3,70,Laboratory Technician,3,0,0,2
683,25,1,Travel Rarely,867,Sales,19,2,36,Sales Representative,1,0,0,0
684,40,0,Travel Rarely,658,Sales,10,4,67,Sales Executive,1,0,0,0
685,26,0,Travel Frequently,1283,Sales,1,3,52,Sales Executive,7,7,0,7
686,41,0,Travel Rarely,263,Research & Development,6,3,59,Laboratory Technician,18,13,2,17
687,36,0,Travel Rarely,938,Research & Development,2,4,79,Laboratory Technician,11,8,3,9
688,19,1,Travel Rarely,419,Sales,21,3,37,Sales Representative,1,0,0,0
689,20,1,Travel Rarely,129,Research & Development,4,3,84,Laboratory Technician,1,0,0,0
690,31,0,Travel Rarely,616,Research & Development,12,3,41,Healthcare Representative,9,7,8,5
691,40,0,Travel Frequently,1469,Research & Development,9,4,35,Research Scientist,1,1,0,0
692,32,0,Travel Rarely,498,Research & Development,3,4,93,Manufacturing Director,8,7,6,3
693,36,1,Travel Rarely,530,Sales,3,1,51,Sales Executive,16,7,3,7
694,33,0,Travel Rarely,1069,Research & Development,1,3,42,Healthcare Representative,5,0,1,4
695,37,1,Travel Rarely,625,Sales,1,4,46,Sales Executive,14,1,11,7
696,45,0,Non-Travel,805,Research & Development,4,2,57,Laboratory Technician,9,7,0,8
697,29,0,Travel Frequently,1404,Sales,20,3,84,Sales Representative,3,1,0,2
698,35,0,Travel Rarely,1219,Sales,18,3,86,Sales Executive,5,2,1,0
699,52,0,Travel Rarely,1053,Research & Development,1,2,70,Manager,9,8,7,8
700,58,1,Travel Rarely,289,Research & Development,2,3,51,Research Scientist,1,0,0,0
701,53,0,Travel Rarely,1376,Sales,2,2,45,Manager,17,13,15,2
702,30,0,Travel Rarely,231,Sales,8,2,62,Sales Executive,8,4,7,7
703,38,0,Non-Travel,152,Sales,10,3,85,Sales Executive,5,3,1,3
704,35,0,Travel Rarely,882,Sales,3,4,92,Sales Executive,10,9,0,8
705,39,0,Travel Rarely,903,Sales,2,5,41,Sales Executive,8,7,0,7
706,40,1,Non-Travel,1479,Sales,24,3,100,Sales Executive,1,0,0,0
707,47,0,Travel Frequently,1379,Research & Development,16,4,64,Manufacturing Director,19,10,2,7
708,36,0,Non-Travel,1229,Sales,8,4,84,Sales Executive,7,7,0,7
709,31,1,Non-Travel,335,Research & Development,9,2,46,Research Scientist,3,2,1,2
710,33,0,Non-Travel,722,Sales,17,3,38,Manager,10,8,6,0
711,29,1,Travel Rarely,906,Research & Development,10,3,92,Research Scientist,0,0,0,0
712,33,0,Travel Rarely,461,Research & Development,13,1,53,Research Scientist,3,2,0,2
713,45,0,Travel Rarely,974,Research & Development,1,4,91,Laboratory Technician,5,3,0,2
714,50,0,Travel Rarely,1126,Research & Development,1,2,66,Research Director,5,4,1,3
715,33,0,Travel Frequently,827,Research & Development,1,4,84,Healthcare Representative,6,5,1,2
716,41,0,Travel Frequently,840,Research & Development,9,3,64,Research Director,18,16,0,11
717,27,0,Travel Rarely,1134,Research & Development,16,4,37,Laboratory Technician,2,2,2,2
718,45,0,Non-Travel,248,Research & Development,23,2,42,Laboratory Technician,9,8,0,8
719,47,0,Travel Rarely,955,Sales,4,2,83,Sales Executive,9,0,0,7
720,30,1,Travel Rarely,138,Research & Development,22,3,48,Research Scientist,5,2,0,1
721,50,0,Travel Rarely,939,Research & Development,24,3,95,Manufacturing Director,12,11,1,5
722,38,0,Travel Frequently,1391,Research & Development,10,1,66,Research Scientist,2,1,0,2
723,46,0,Travel Rarely,566,Research & Development,7,2,75,Manufacturing Director,8,7,0,7
724,24,0,Travel Rarely,1206,Research & Development,17,1,41,Manufacturing Director,4,2,3,2
725,35,1,Travel Rarely,622,Research & Development,14,4,39,Laboratory Technician,4,2,0,2
726,31,0,Travel Frequently,853,Research & Development,1,1,96,Manufacturing Director,4,3,0,3
727,18,0,Non-Travel,287,Research & Development,5,2,73,Research Scientist,0,0,0,0
728,54,0,Travel Rarely,1441,Research & Development,17,3,56,Manufacturing Director,10,7,0,8
729,35,0,Travel Rarely,583,Research & Development,25,4,57,Healthcare Representative,16,10,10,1
730,30,0,Travel Rarely,153,Research & Development,8,2,73,Research Director,8,7,1,7
731,20,1,Travel Rarely,1097,Research & Development,11,3,98,Research Scientist,1,0,0,0
732,30,1,Travel Frequently,109,Research & Development,5,3,60,Laboratory Technician,3,2,1,2
733,26,0,Travel Rarely,1066,Research & Development,2,2,32,Manufacturing Director,8,7,1,3
734,22,0,Travel Rarely,217,Research & Development,8,1,94,Laboratory Technician,4,3,1,1
735,48,0,Travel Rarely,277,Research & Development,6,3,97,Healthcare Representative,2,2,2,2
736,48,0,Travel Rarely,1355,Research & Development,4,4,78,Healthcare Representative,15,11,4,8
737,41,0,Travel Rarely,549,Research & Development,7,2,42,Manufacturing Director,2,2,2,1
738,39,0,Travel Rarely,466,Research & Development,1,1,65,Manufacturing Director,21,6,11,8
739,27,0,Travel Rarely,1055,Research & Development,2,4,47,Manufacturing Director,3,2,2,2
740,35,0,Travel Rarely,802,Research & Development,10,3,45,Laboratory Technician,3,2,1,2
741,42,0,Travel Rarely,265,Sales,5,2,90,Manager,1,0,0,0
742,50,0,Travel Rarely,804,Research & Development,9,3,64,Laboratory Technician,1,0,0,0
743,59,0,Travel Rarely,715,Research & Development,2,3,69,Manufacturing Director,5,3,4,3
744,37,1,Travel Rarely,1141,Research & Development,11,2,61,Healthcare Representative,1,0,0,0
745,55,0,Travel Frequently,135,Research & Development,18,4,62,Healthcare Representative,8,7,6,7
746,41,0,Non-Travel,247,Research & Development,7,1,55,Research Director,21,16,5,10
747,38,0,Travel Rarely,1035,Sales,3,4,42,Sales Executive,1,0,0,0
748,26,1,Non-Travel,265,Sales,29,2,79,Sales Executive,2,2,2,2
749,52,1,Travel Rarely,266,Sales,2,1,57,Manager,32,14,6,9
750,44,0,Travel Rarely,1448,Sales,28,3,53,Sales Executive,12,11,11,11
751,50,0,Non-Travel,145,Sales,1,3,95,Sales Executive,18,7,0,13
752,36,1,Travel Rarely,885,Research & Development,16,4,43,Laboratory Technician,17,13,15,14
753,39,0,Travel Frequently,945,Research & Development,22,3,82,Manufacturing Director,21,6,2,8
754,33,0,Non-Travel,1038,Sales,8,1,88,Sales Representative,2,2,2,2
755,45,0,Travel Rarely,1234,Sales,11,2,90,Manager,9,3,1,1
756,32,0,Non-Travel,1109,Research & Development,29,4,69,Laboratory Technician,8,7,7,7
757,34,0,Travel Rarely,216,Sales,1,4,75,Sales Executive,15,1,0,9
758,59,0,Travel Rarely,1089,Sales,1,2,66,Manager,6,4,0,4
759,45,0,Travel Rarely,788,Human Resources,24,4,36,Human Resources,6,3,0,4
760,53,0,Travel Frequently,124,Sales,2,3,38,Sales Executive,15,7,6,12
761,36,1,Travel Rarely,660,Research & Development,15,3,81,Laboratory Technician,1,0,0,0
762,26,1,Travel Frequently,342,Research & Development,2,3,57,Research Scientist,3,2,1,2
763,34,0,Travel Rarely,1333,Sales,10,4,87,Sales Representative,1,1,0,0
764,28,0,Travel Rarely,1144,Sales,10,1,74,Sales Representative,1,0,0,0
765,38,0,Travel Frequently,1186,Research & Development,3,4,44,Research Scientist,2,2,2,2
766,50,0,Travel Rarely,1464,Research & Development,2,4,62,Research Director,8,1,7,7
767,37,0,Travel Rarely,124,Research & Development,3,3,35,Healthcare Representative,4,3,0,1
768,40,0,Travel Rarely,300,Sales,26,3,74,Sales Executive,7,7,7,5
769,26,0,Travel Frequently,921,Research & Development,1,1,66,Research Scientist,5,3,1,3
770,46,0,Travel Rarely,430,Research & Development,1,4,40,Research Director,2,2,2,2
771,54,0,Travel Rarely,1082,Sales,2,4,41,Sales Executive,9,4,7,0
772,56,0,Travel Frequently,1240,Research & Development,9,3,63,Research Scientist,5,4,0,3
773,36,0,Travel Rarely,796,Research & Development,12,5,51,Manufacturing Director,14,8,7,8
774,55,0,Non-Travel,444,Research & Development,2,1,40,Manager,9,7,6,2
775,43,0,Travel Rarely,415,Sales,25,3,79,Sales Executive,1,0,0,0
776,20,1,Travel Frequently,769,Sales,9,3,54,Sales Representative,2,2,0,2
777,21,1,Travel Rarely,1334,Research & Development,10,3,36,Laboratory Technician,1,0,1,0
778,46,0,Travel Rarely,1003,Research & Development,8,4,74,Research Scientist,16,13,1,7
779,51,1,Travel Rarely,1323,Research & Development,4,4,34,Research Scientist,10,0,2,7
780,28,1,Non-Travel,1366,Research & Development,24,2,72,Healthcare Representative,10,7,1,9
781,26,0,Travel Rarely,192,Research & Development,1,2,59,Laboratory Technician,5,3,1,3
782,30,0,Travel Rarely,1176,Research & Development,20,3,85,Manufacturing Director,6,2,0,2
783,41,0,Travel Rarely,509,Research & Development,7,2,43,Research Scientist,10,6,0,8
784,38,0,Travel Rarely,330,Research & Development,17,1,65,Healthcare Representative,19,9,1,9
785,40,0,Travel Rarely,1492,Research & Development,20,4,61,Healthcare Representative,11,10,11,1
786,27,0,Non-Travel,1277,Research & Development,8,5,87,Laboratory Technician,3,2,1,2
787,55,0,Travel Frequently,1091,Research & Development,2,1,65,Manufacturing Director,3,2,1,2
788,28,0,Travel Rarely,857,Research & Development,10,3,59,Research Scientist,8,7,1,7
789,44,1,Travel Rarely,1376,Human Resources,1,2,91,Human Resources,20,6,3,6
790,33,0,Travel Rarely,654,Research & Development,5,3,34,Healthcare Representative,3,2,1,2
791,35,1,Travel Rarely,1204,Sales,4,3,86,Sales Executive,8,7,4,7
792,33,1,Travel Frequently,827,Research & Development,29,4,54,Research Scientist,13,7,3,8
793,28,0,Travel Rarely,895,Research & Development,15,2,50,Laboratory Technician,4,2,2,2
794,34,0,Travel Frequently,618,Research & Development,3,1,45,Healthcare Representative,6,2,0,4
795,37,0,Travel Rarely,309,Sales,10,4,88,Sales Executive,1,0,0,0
796,25,1,Travel Rarely,1219,Research & Development,4,1,32,Laboratory Technician,7,7,5,6
797,26,1,Travel Rarely,1330,Research & Development,21,3,37,Laboratory Technician,1,1,0,0
798,33,1,Travel Rarely,1017,Research & Development,25,3,55,Research Scientist,2,2,2,2
799,42,0,Travel Rarely,469,Research & Development,2,2,35,Manager,22,6,13,7
800,28,1,Travel Frequently,1009,Research & Development,1,3,45,Laboratory Technician,1,0,0,0
801,50,1,Travel Frequently,959,Sales,1,4,81,Sales Executive,0,0,0,0
802,33,0,Travel Frequently,970,Sales,7,3,30,Sales Executive,3,2,0,2
803,34,0,Non-Travel,697,Research & Development,3,4,40,Research Scientist,0,0,0,0
804,48,0,Non-Travel,1262,Research & Development,1,4,35,Manager,5,4,2,1
805,45,0,Non-Travel,1050,Sales,9,4,65,Sales Executive,15,10,4,12
806,52,0,Travel Rarely,994,Research & Development,7,4,87,Healthcare Representative,8,6,4,0
807,38,0,Travel Rarely,770,Sales,10,4,73,Sales Executive,8,7,2,7
808,29,0,Travel Rarely,1107,Research & Development,28,4,93,Research Scientist,7,5,1,7
809,28,0,Travel Rarely,950,Research & Development,3,3,93,Manufacturing Director,9,7,1,7
810,46,0,Travel Rarely,406,Sales,3,1,52,Manager,12,9,4,9
811,38,0,Travel Rarely,130,Sales,2,2,32,Sales Executive,1,0,0,0
812,43,0,Travel Frequently,1082,Research & Development,27,3,83,Manufacturing Director,8,7,0,1
813,39,1,Travel Frequently,203,Research & Development,2,3,84,Healthcare Representative,18,7,11,5
814,40,0,Travel Rarely,1308,Research & Development,14,3,44,Research Director,20,7,4,9
815,21,0,Travel Rarely,984,Research & Development,1,1,70,Research Scientist,2,2,2,2
816,39,0,Non-Travel,439,Research & Development,9,3,70,Laboratory Technician,5,4,0,3
817,36,0,Non-Travel,217,Research & Development,18,4,78,Manufacturing Director,11,9,0,9
818,31,0,Travel Frequently,793,Sales,20,3,67,Sales Representative,2,2,2,2
819,28,0,Travel Rarely,1451,Research & Development,2,1,67,Research Scientist,5,3,0,4
820,35,0,Travel Frequently,1182,Sales,11,2,54,Sales Executive,5,2,0,2
821,49,0,Travel Rarely,174,Sales,8,4,56,Sales Executive,9,8,2,3
822,34,0,Travel Frequently,1003,Research & Development,2,2,95,Manufacturing Director,3,2,0,2
823,29,0,Travel Frequently,490,Research & Development,10,3,61,Research Scientist,7,5,1,1
824,42,0,Travel Rarely,188,Research & Development,29,3,56,Laboratory Technician,1,0,0,0
825,29,0,Travel Rarely,718,Research & Development,8,1,79,Manufacturing Director,10,7,1,2
826,38,0,Travel Rarely,433,Human Resources,1,3,37,Human Resources,7,6,5,0
827,28,0,Travel Frequently,773,Research & Development,6,3,39,Research Scientist,3,1,0,2
828,18,1,Non-Travel,247,Research & Development,8,1,80,Laboratory Technician,0,0,0,0
829,33,1,Travel Rarely,603,Sales,9,4,77,Sales Executive,5,2,0,3
830,41,0,Travel Rarely,167,Research & Development,12,4,46,Laboratory Technician,1,0,0,0
831,31,1,Travel Frequently,874,Research & Development,15,3,72,Laboratory Technician,2,2,2,2
832,37,0,Travel Rarely,367,Research & Development,25,2,52,Healthcare Representative,6,2,1,3
833,27,0,Travel Rarely,199,Research & Development,6,3,55,Research Scientist,4,2,2,2
834,34,0,Travel Rarely,1400,Sales,9,1,70,Sales Executive,6,5,1,3
835,35,0,Travel Rarely,528,Human Resources,8,4,100,Human Resources,5,4,1,4
836,29,1,Travel Rarely,408,Sales,23,1,45,Sales Executive,11,8,3,10
837,40,0,Travel Frequently,593,Research & Development,9,4,88,Research Director,18,7,2,13
838,42,1,Travel Frequently,481,Sales,12,3,44,Sales Executive,21,9,13,14
839,42,0,Travel Rarely,647,Sales,4,4,45,Sales Executive,6,4,1,5
840,35,0,Travel Rarely,982,Research & Development,1,4,58,Laboratory Technician,8,0,1,7
841,24,0,Travel Rarely,477,Research & Development,24,3,49,Laboratory Technician,4,3,1,2
842,28,1,Travel Rarely,1485,Research & Development,12,1,79,Laboratory Technician,1,1,0,0
843,26,0,Travel Rarely,1384,Research & Development,3,4,82,Laboratory Technician,8,7,0,7
844,30,0,Travel Rarely,852,Sales,10,3,72,Sales Executive,10,3,1,4
845,40,0,Travel Frequently,902,Research & Development,26,2,92,Research Scientist,1,1,0,0
846,35,0,Travel Rarely,819,Research & Development,2,3,44,Manufacturing Director,7,7,6,4
847,34,0,Travel Frequently,669,Research & Development,1,3,97,Healthcare Representative,13,9,4,9
848,35,0,Travel Frequently,636,Research & Development,4,4,47,Laboratory Technician,2,2,2,2
849,43,1,Travel Rarely,1372,Sales,9,3,85,Sales Executive,4,3,1,3
850,32,0,Non-Travel,862,Sales,2,1,76,Sales Representative,1,0,0,0
851,56,0,Travel Rarely,718,Research & Development,4,4,92,Manager,5,2,4,2
852,29,0,Travel Rarely,1401,Research & Development,6,1,54,Laboratory Technician,10,8,0,8
853,19,0,Travel Rarely,645,Research & Development,9,2,54,Research Scientist,1,1,0,0
854,45,0,Travel Rarely,1457,Research & Development,7,3,83,Research Scientist,3,2,0,2
855,37,0,Travel Rarely,977,Research & Development,1,3,56,Manufacturing Director,14,8,3,11
856,20,0,Travel Rarely,805,Research & Development,3,3,87,Laboratory Technician,2,2,1,2
857,44,1,Travel Rarely,1097,Research & Development,10,4,96,Research Scientist,6,4,0,2
858,53,0,Travel Rarely,1223,Research & Development,7,2,50,Manager,7,7,4,7
859,29,0,Travel Rarely,942,Research & Development,15,1,69,Research Scientist,5,4,1,3
860,22,1,Travel Frequently,1256,Research & Development,3,4,48,Research Scientist,0,0,0,0
861,46,0,Travel Rarely,1402,Sales,2,3,69,Manager,26,15,15,9
862,44,0,Non-Travel,111,Research & Development,17,3,74,Research Scientist,0,0,0,0
863,33,0,Travel Rarely,147,Human Resources,2,3,99,Human Resources,5,4,1,4
864,41,1,Non-Travel,906,Research & Development,5,2,95,Research Scientist,1,0,0,0
865,30,0,Travel Rarely,1329,Sales,29,4,61,Sales Executive,4,3,0,3
866,40,0,Travel Frequently,1184,Sales,2,4,62,Sales Executive,0,0,0,0
867,50,0,Travel Frequently,1421,Research & Development,2,3,30,Manager,2,2,2,2
868,28,0,Travel Rarely,1179,Research & Development,19,4,78,Laboratory Technician,6,5,3,3
869,46,0,Travel Rarely,1450,Research & Development,15,2,52,Research Director,4,2,0,3
870,35,0,Travel Rarely,1361,Sales,17,4,94,Sales Executive,7,7,1,7
871,24,1,Travel Rarely,984,Research & Development,17,2,97,Laboratory Technician,1,0,0,0
872,33,0,Travel Frequently,1146,Sales,25,3,82,Sales Executive,10,7,0,1
873,36,0,Travel Rarely,917,Research & Development,6,4,60,Laboratory Technician,7,7,1,7
874,30,0,Travel Rarely,853,Research & Development,7,4,49,Laboratory Technician,10,7,8,9
875,44,0,Travel Rarely,200,Research & Development,29,4,32,Research Scientist,20,11,13,17
876,20,0,Travel Rarely,654,Sales,21,3,43,Sales Representative,2,1,2,2
877,46,0,Travel Rarely,150,Research & Development,2,4,60,Manufacturing Director,6,3,1,4
878,42,0,Non-Travel,179,Human Resources,2,5,79,Human Resources,4,3,0,3
879,60,0,Travel Rarely,696,Sales,7,4,52,Sales Executive,11,7,1,9
880,32,0,Travel Frequently,116,Research & Development,13,3,77,Laboratory Technician,2,2,2,2
881,32,0,Travel Frequently,1316,Research & Development,2,2,38,Research Scientist,8,7,0,7
882,36,0,Travel Rarely,363,Research & Development,1,3,77,Manufacturing Director,7,7,7,7
883,33,0,Travel Rarely,117,Research & Development,9,3,60,Research Scientist,14,10,4,10
884,40,0,Travel Rarely,107,Sales,10,3,84,Sales Executive,5,1,1,3
885,25,0,Travel Rarely,1356,Sales,10,4,57,Sales Executive,4,3,1,1
886,30,0,Travel Rarely,1465,Research & Development,1,3,63,Research Scientist,11,9,5,7
887,42,0,Travel Frequently,458,Research & Development,26,5,60,Research Director,1,0,0,0
888,35,0,Non-Travel,1212,Sales,8,2,78,Sales Executive,13,2,4,12
889,27,0,Travel Rarely,1103,Research & Development,14,3,42,Research Scientist,9,7,6,8
890,54,0,Travel Frequently,966,Research & Development,1,4,53,Manufacturing Director,5,4,1,4
891,44,0,Travel Rarely,1117,Research & Development,2,1,72,Research Scientist,10,5,7,7
892,19,1,Non-Travel,504,Research & Development,10,3,96,Research Scientist,1,1,0,0
893,29,0,Travel Rarely,1010,Research & Development,1,3,97,Research Scientist,3,2,1,2
894,54,0,Travel Rarely,685,Research & Development,3,3,85,Research Director,10,9,0,9
895,31,0,Travel Rarely,1332,Research & Development,11,2,80,Healthcare Representative,6,5,0,1
896,31,0,Travel Rarely,1062,Research & Development,24,3,96,Healthcare Representative,10,9,1,8
897,59,0,Travel Rarely,326,Sales,3,3,48,Sales Executive,6,1,0,5
898,43,0,Travel Rarely,920,Research & Development,3,3,96,Research Director,8,7,0,7
899,49,0,Travel Rarely,1098,Research & Development,4,2,85,Manager,1,0,0,0
900,36,0,Travel Frequently,469,Research & Development,3,3,46,Research Scientist,11,10,0,7
901,48,0,Travel Rarely,969,Research & Development,2,2,76,Laboratory Technician,1,0,0,0
902,27,0,Travel Rarely,1167,Research & Development,4,2,76,Research Scientist,5,3,0,3
903,29,0,Travel Rarely,1329,Research & Development,7,3,82,Healthcare Representative,6,0,1,0
904,48,0,Travel Rarely,715,Research & Development,1,3,76,Research Director,1,0,0,0
905,29,0,Travel Rarely,694,Research & Development,1,3,87,Research Director,7,7,1,7
906,34,0,Travel Rarely,1320,Research & Development,20,3,89,Research Scientist,1,0,0,0
907,44,0,Travel Rarely,1099,Sales,5,3,88,Manager,22,9,3,10
908,33,0,Travel Rarely,536,Sales,10,5,82,Sales Executive,9,8,0,8
909,19,0,Travel Rarely,265,Research & Development,25,3,57,Research Scientist,1,0,0,1
910,23,0,Travel Rarely,373,Research & Development,1,2,47,Research Scientist,1,0,0,1
911,25,1,Travel Frequently,599,Sales,24,1,73,Sales Representative,1,0,1,0
912,26,0,Travel Rarely,583,Research & Development,4,2,53,Research Scientist,8,5,2,2
913,45,1,Travel Rarely,1449,Sales,2,3,94,Manager,24,10,1,11
914,55,0,Non-Travel,177,Research & Development,8,1,37,Healthcare Representative,33,9,15,0
915,21,1,Travel Frequently,251,Research & Development,10,2,45,Laboratory Technician,2,2,2,2
916,46,0,Travel Rarely,168,Sales,4,2,33,Manager,11,4,0,8
917,34,0,Travel Rarely,131,Sales,2,3,86,Sales Executive,3,2,0,2
918,51,0,Travel Frequently,237,Sales,9,3,83,Manager,29,10,11,10
919,59,0,Travel Rarely,1429,Research & Development,18,4,67,Manufacturing Director,9,7,5,4
920,34,0,Travel Frequently,135,Research & Development,19,3,46,Laboratory Technician,11,8,5,10
921,28,0,Travel Frequently,791,Research & Development,1,4,44,Laboratory Technician,4,2,0,2
922,44,0,Travel Rarely,1199,Research & Development,4,2,92,Manager,25,9,14,13
923,34,0,Travel Frequently,648,Human Resources,11,3,56,Human Resources,10,9,1,8
924,35,0,Travel Rarely,735,Research & Development,6,1,66,Research Scientist,3,2,2,2
925,42,0,Travel Rarely,603,Research & Development,7,4,78,Research Scientist,1,0,0,0
926,43,0,Travel Rarely,531,Sales,4,4,56,Sales Executive,21,7,15,17
927,36,0,Travel Rarely,429,Research & Development,2,4,53,Manufacturing Director,16,14,5,12
928,44,1,Travel Rarely,621,Research & Development,15,3,73,Healthcare Representative,10,7,0,5
929,28,0,Travel Frequently,193,Research & Development,2,3,52,Laboratory Technician,2,2,2,2
930,51,0,Travel Frequently,968,Research & Development,6,2,40,Laboratory Technician,7,0,7,7
931,30,0,Non-Travel,879,Research & Development,9,2,72,Manufacturing Director,8,4,1,7
932,29,1,Travel Rarely,806,Research & Development,7,3,39,Laboratory Technician,7,7,7,7
933,28,0,Travel Rarely,640,Research & Development,1,3,84,Research Scientist,3,2,1,2
934,25,0,Travel Rarely,266,Research & Development,1,3,40,Research Scientist,2,2,2,1
935,32,0,Travel Rarely,604,Sales,8,3,56,Sales Executive,10,7,0,8
936,45,0,Travel Frequently,364,Research & Development,25,3,83,Manager,0,0,0,0
937,39,0,Travel Rarely,412,Research & Development,13,4,94,Manager,19,9,15,2
938,58,0,Travel Rarely,848,Research & Development,23,4,88,Research Scientist,2,2,2,2
939,32,1,Travel Rarely,1089,Research & Development,7,2,79,Laboratory Technician,10,4,1,1
940,39,1,Travel Rarely,360,Research & Development,23,3,93,Research Scientist,5,2,0,3
941,30,0,Travel Rarely,1138,Research & Development,6,3,48,Laboratory Technician,9,2,6,7
942,36,0,Travel Rarely,325,Research & Development,10,4,63,Healthcare Representative,7,7,1,7
943,46,0,Travel Rarely,991,Human Resources,1,2,44,Human Resources,7,6,5,7
944,28,0,Non-Travel,1476,Research & Development,1,3,55,Laboratory Technician,9,8,7,5
945,50,0,Travel Rarely,1322,Research & Development,28,3,43,Research Director,3,2,1,2
946,40,1,Travel Rarely,299,Sales,25,4,57,Sales Executive,5,4,1,0
947,52,1,Travel Rarely,1030,Sales,5,3,64,Sales Executive,8,7,7,7
948,30,0,Travel Rarely,634,Research & Development,17,4,95,Manager,9,1,0,8
949,39,0,Travel Rarely,524,Research & Development,18,2,32,Manufacturing Director,8,7,1,7
950,31,0,Non-Travel,587,Sales,2,4,57,Sales Executive,10,8,9,6
951,41,0,Non-Travel,256,Sales,10,2,40,Sales Executive,19,2,11,9
952,31,1,Travel Frequently,1060,Sales,1,3,54,Sales Representative,3,2,2,2
953,44,1,Travel Rarely,935,Research & Development,3,3,89,Laboratory Technician,3,2,1,2
954,42,0,Non-Travel,495,Research & Development,2,1,37,Manager,20,8,2,10
955,55,0,Travel Rarely,282,Research & Development,2,2,58,Manager,19,9,9,11
956,56,0,Travel Rarely,206,Human Resources,8,4,99,Manager,7,3,7,7
957,40,0,Non-Travel,458,Research & Development,16,2,74,Research Scientist,4,2,0,0
958,34,0,Travel Rarely,943,Research & Development,9,3,86,Healthcare Representative,9,7,1,6
959,40,0,Travel Rarely,523,Research & Development,2,3,98,Research Scientist,9,8,8,8
960,41,0,Travel Frequently,1018,Sales,1,3,66,Sales Executive,9,3,1,7
961,35,0,Travel Frequently,482,Research & Development,4,4,87,Research Scientist,9,6,1,1
962,51,0,Travel Rarely,770,Human Resources,5,3,84,Manager,33,9,0,10
963,38,0,Travel Rarely,1009,Sales,2,2,31,Sales Executive,7,7,1,7
964,34,0,Travel Rarely,507,Sales,15,2,66,Sales Executive,10,8,9,6
965,25,0,Travel Rarely,882,Research & Development,19,1,67,Laboratory Technician,3,2,1,2
966,58,1,Travel Rarely,601,Research & Development,7,4,53,Manufacturing Director,10,9,5,9
